"";"Open.thyssenkruppStock";"High.thyssenkruppStock";"Low.thyssenkruppStock";"Close.thyssenkruppStock";"Volume.thyssenkruppStock";"Open.SalzgitterStock";"High.SalzgitterStock";"Low.SalzgitterStock";"Close.SalzgitterStock";"Volume.SalzgitterStock";"Open.DAXIndex";"High.DAXIndex";"Low.DAXIndex";"Close.DAXIndex";"Volume.DAXIndex"
"241";31,39;31,615;30,935;30,945;2026800;53,6;54,26;53,1;53,35;271700;6976,189941;7013,529785;6956,669922;6975,870117;31056900
"242";31,21;31,355;30,34;30,445;3060800;54;54,07;53,07;53,41;227700;7017,990234;7021,310059;6947,899902;6964,160156;45373100
"243";30,3;30,415;29,86;30,205;2989300;53,5;54,3;53,21;54,2;228800;6987,689941;7018,109863;6973,319824;7006,169922;29143200
"244";30,28;31,64;30,26;31,635;2912300;54,5;55,92;54,4;55,71;417100;7027,580078;7044,870117;7017,600098;7029,390137;23170800
"245";31,12;31,29;30,92;31,16;2312300;55,42;56,43;55,06;56;517400;7024,790039;7032,649902;7011,140137;7027,399902;23583600
"246";31,09;31,5;30,87;31,435;1809600;56;58,17;55,79;58,17;777400;7007,490234;7029,740234;6964,129883;7016,370117;31593300
"247";31,54;31,635;31,05;31,44;1582400;58,34;58,37;56,67;57,07;441200;7012,990234;7033,029785;6991,689941;7024,399902;25254100
"248";31,58;31,655;31,32;31,425;2460600;57,4;58,04;57,2;57,56;443400;7042,830078;7043,149902;6980,180176;6982,450195;76014900
"249";31,39;31,735;31,325;31,53;1171300;57,55;58,17;57,53;57,85;230400;7000,379883;7068,560059;6992,669922;7018,600098;25113400
"250";31,745;32,315;31,735;31,995;2274900;58,02;58,75;57,52;57,99;351700;7045,25;7087,839844;7042,97998;7077,990234;22804500
"251";31,975;32,135;31,77;31,895;884200;58;58,34;56,76;57,4;240300;7079,220215;7084,100098;7067,709961;7067,919922;18508800
"252";31,795;31,89;31,63;31,675;762400;57,4;57,48;57,2;57,33;141700;7083,080078;7083,080078;7042,580078;7057,689941;14089000
"253";31,71;31,78;31,125;31,58;838700;57,3;57,36;56,38;56,81;131400;7055,319824;7056,339844;6943,049805;6970,72998;15536800
"254";31,42;31,6;31,315;31,5;996100;56,71;57,34;56,71;57,09;64600;6984,850098;6990,810059;6957,649902;6972,100098;11623400
"255";31,525;31,63;31,375;31,5;877700;57,5;57,83;57,18;57,77;132100;6989,540039;7008,310059;6981,790039;6995,470215;12671600
"256";31,4;31,495;30,9;30,985;744600;57,8;57,8;56,9;57,77;112500;6996,560059;7008,120117;6897,220215;6914,189941;14052700
"257";31,1;31,515;30,995;31,32;1442800;57,89;58,82;57,85;58,59;215000;6973,390137;7026,620117;6969,830078;6989,740234;20366700
"258";31,5;31,85;31,245;31,55;1841500;58,81;59,35;58,42;58,72;240600;6979,680176;7025,859863;6952,02002;6975,350098;28821900
"259";31,49;31,56;30,215;30,6;3028000;58,8;58,89;56,28;57,06;342200;6966,080078;6967,240234;6842,899902;6939,819824;42598700
"260";30,75;31,14;30,44;30,61;1799400;57,27;57,83;56,69;56,92;161700;6949,47998;7047,589844;6949,069824;6981,390137;30272800
"261";30,695;30,75;30,21;30,37;1815600;57;57,01;56,03;56,31;257500;6991,549805;7010,890137;6939,879883;6947,839844;29836200
"262";30,31;30,52;30,13;30,405;1796300;56,38;56,38;54,26;54,85;473300;6920,359863;6941,390137;6835,740234;6857,060059;28413200
"263";30,44;31,085;30,3;30,96;2578800;55,05;55,37;54,45;55,2;275600;6879,390137;6951,189941;6860,52002;6941,569824;36660200
"264";31,025;31,985;30,95;31,985;3169000;55,61;56,8;55,44;56,61;431200;6958,839844;7070,399902;6958,5;7068,779785;38486700
"265";32;32,085;31,635;31,715;2460700;56,75;56,75;55,7;55,8;299400;7075,540039;7084,069824;7036,089844;7075,109863;44048700
"266";31,72;31,945;30,44;30,7;8114600;55,82;56,04;55,01;55,47;241100;7055,419922;7083,02002;7015,350098;7075,700195;42432900
"267";30,56;30,64;30,24;30,285;2888700;55,44;55,54;54,42;54,96;168600;7072,75;7087,430176;7055,830078;7078,060059;24861600
"268";30,18;30,62;30,1;30,35;2945300;55;56,35;54,96;56,03;363400;7100,47998;7156,25;7099,120117;7143,450195;37225200
"269";30,585;30,92;30,27;30,335;2476000;56,19;56,77;55,61;55,78;404900;7163,370117;7165;7077,22998;7082,759766;36740100
"270";30,3;30,455;29,735;29,865;5628000;55,74;56,48;54,8;56,47;444400;7074,890137;7084,240234;7008,620117;7024,27002;48538600
"271";30,05;30,33;29,66;29,95;6385800;56,5;59,48;56,4;58,49;860600;7047,700195;7122,890137;7023,689941;7062,419922;64352000
"272";29,5;29,72;28,815;29,39;3456700;59,05;59,06;56,5;57,84;364500;7080,779785;7089,620117;7000,410156;7067,77002;49538600
"273";29,46;29,56;29,125;29,4;2895500;58,28;58,28;57,15;57,46;241700;7096,839844;7102,080078;7043,640137;7059,009766;51252800
"274";29,765;30,15;29,55;29,985;2980500;58,01;58,95;57,7;58,51;395600;7092,890137;7160,859863;7087,25;7127,350098;38158300
"275";30,1;30,315;29,725;29,75;2407400;58,5;61,11;58,5;60,38;607800;7120,640137;7180,149902;7114,350098;7155,580078;38526300
"276";29,69;29,895;29,43;29,475;2147200;60;61,01;59,68;60;341400;7155,470215;7177,22998;7102,799805;7102,799805;34172300
"277";29,43;29,925;29,29;29,56;1814500;59,44;59,95;58,48;59,1;450100;7094,560059;7107,370117;7033,089844;7077,47998;31186300
"278";29,7;30,065;29,59;30;2485200;59,33;59,57;58,1;58,87;334000;7133,339844;7190,75;7105,310059;7184,27002;38952900
"279";30,025;30,15;29,775;30,03;2436000;59,51;60,22;58,94;59,5;304300;7202,620117;7222,129883;7160,359863;7183,669922;40675400
"280";30;30,195;29,96;30,12;2075900;60,55;61,5;60,16;60,65;592600;7175,75;7198,97998;7144,080078;7193,680176;34878500
"281";30,465;30,785;30,25;30,685;2464000;60,8;63,46;60,8;62,05;568400;7216,660156;7226,640137;7186,240234;7216,209961;31836400
"282";30,75;30,925;30,505;30,69;1709100;62,01;63,58;61,85;63,2;383600;7222,049805;7287,660156;7214,049805;7283,620117;31565200
"283";30,99;31,05;30,55;30,665;2100300;63,75;65,64;63,66;64,72;841400;7274,169922;7325,029785;7272,799805;7323,240234;35605000
"284";30,875;31,35;30,735;31,05;2757700;64,67;65,24;63,88;64,19;432800;7319,120117;7350,779785;7310,439941;7320,899902;28514000
"285";30,95;31,16;30,715;31,13;2032500;64;64;62,16;62,48;565000;7322,620117;7340,870117;7269,529785;7340,279785;36583200
"286";30,5;30,825;30;30,29;4097400;62,16;62,82;61,29;62,54;476300;7320,069824;7390,47998;7283,870117;7371,200195;34588400
"287";30,5;30,6;30,245;30,595;1811100;63,5;63,95;62,3;62,89;226200;7403,830078;7424,359863;7378,410156;7396,629883;26660000
"288";30,6;30,66;30,29;30,365;1908300;62,75;62,75;61,8;62,09;232400;7397,680176;7420,689941;7376,240234;7400,040039;36099500
"289";30,515;30,65;30,26;30,26;1772600;62,01;62,46;61,35;62,2;269100;7414,22998;7438,419922;7399,819824;7414,299805;45810600
"290";30,3;30,41;29,86;30,145;2384400;62,25;62,71;60,2;60,79;431800;7429;7434,930176;7364,040039;7405,509766;37389200
"291";30,245;30,27;29,8;30,27;3892500;60,59;61,15;60,14;61,15;436800;7422,109863;7427,299805;7379,939941;7426,810059;49458200
"292";30,3;30,53;30,145;30,28;1777200;61,32;61,61;60,6;60,9;348000;7412,060059;7441,819824;7310,689941;7321,810059;32484400
"293";30;30,22;29,675;29,98;2577700;60,51;60,51;59,34;60,1;292900;7293,109863;7350,950195;7259,669922;7318,350098;39212800
"294";29,98;30,065;29,31;29,465;2465200;60;60,48;59,29;59,42;371800;7295,120117;7310,72998;7183,299805;7194,600098;36741300
"295";29,21;29,815;29,13;29,475;2392300;59,25;59,8;58,16;59,01;404300;7134,700195;7156,049805;7093,910156;7130,5;47085000
"296";29,5;29,7;29,425;29,54;1191600;58,94;60,24;58,94;59,9;206800;7139,879883;7194,02002;7130,149902;7185,169922;34238300
"297";29,42;30,34;29,25;30,13;2115000;60;60,55;59,46;60,16;189700;7173,589844;7305,490234;7148,939941;7272,319824;35941200
"298";30,36;30,73;29,865;29,865;2612200;60,74;61,32;60,09;60,3;315000;7309,799805;7356,330078;7193,779785;7223,299805;36894600
"299";29,685;29,94;29,395;29,64;2356300;59,9;60,07;58,97;59,72;230100;7169,040039;7202,580078;7122,689941;7181,120117;36461600
"300";29,885;30,05;29,525;29,85;2107900;59,11;59,4;58,15;58,57;430300;7225,22998;7294,040039;7191,140137;7225,959961;31783400
"301";29,98;30,145;29,67;29,8;1651500;58,83;59,37;57,25;57,87;567700;7262,540039;7311,25;7157,120117;7178,899902;33634300
"302";29,71;29,94;29,465;29,555;1704500;56,5;57,23;55,76;56,97;641200;7137,810059;7270,810059;7127,310059;7161,930176;28893000
"303";29,62;29,775;28,76;29,035;3329000;57;57,12;55,13;55,69;674700;7211,060059;7222,160156;7072,470215;7164,75;35838600
"304";29,15;29,21;28,455;28,57;3331300;55,76;56,46;55,35;55,55;341700;7177,549805;7217,540039;7109,259766;7131,799805;35117700
"305";28,4;28,4;27,945;28,155;2674500;55,11;55,21;54,14;54,2;418200;7078,689941;7109,709961;7021,950195;7063,089844;39693500
"306";27,75;28,13;27,45;28,04;2160500;53,63;54,54;53,1;54,24;526300;7002,259766;7014,02002;6963,310059;6981,490234;46873100
"307";27,8;28,6;27,745;27,895;2720200;53,37;54,93;53,27;53,5;505800;6896,310059;6946,439941;6847,939941;6866,629883;54185000
"308";27,295;27,4;26,34;26,83;6141200;52,24;52,41;49,7;51,35;933100;6668,990234;6714,830078;6483,390137;6647,660156;89815800
"309";26,96;27,22;26,5;26,54;3547400;52;52,5;50,8;50,91;490000;6696,310059;6733,029785;6501,850098;6513,839844;60220200
"310";26,8;27,225;26,52;27,215;3508500;51,41;52,52;50,24;52,37;484800;6557,850098;6692,830078;6517,180176;6656,879883;48466700
"311";27,22;27,485;27;27;4239400;52,8;53,33;52,27;52,27;502200;6715,169922;6761,310059;6655,689941;6664,399902;103186200
"312";27,25;27,715;27,13;27,665;2365900;53;53,59;52,83;53,08;351700;6782,299805;6829,75;6781,299805;6816,120117;49218800
"313";27,75;28,38;27,665;27,835;2862900;53,36;53,58;51,77;52,04;424900;6823,080078;6826,029785;6765,060059;6780,970215;32898100
"314";27,8;28,265;27,635;28,11;1813800;51,92;53,18;51,67;52,89;278300;6749,180176;6807,379883;6720,02002;6804,450195;30670600
"315";28,12;28,735;28,095;28,555;1619000;53,35;55,63;53,17;55,45;642700;6798,080078;6941,720215;6787,040039;6933,580078;33874800
"316";28,605;28,82;28,405;28,515;1381400;55,66;55,66;54,34;54,67;347800;6971,77002;6985,25;6920,569824;6946,359863;27188200
"317";28,495;28,675;28,35;28,51;1117300;54,48;55,3;54,4;55,01;242500;6931,859863;6981,189941;6915,580078;6938,629883;23172600
"318";28,52;28,525;27,91;28,455;2247900;54,86;55,64;54,55;55,11;342000;6952,509766;6960,160156;6867,419922;6934,439941;27010700
"319";28,7;28,985;28,58;28,88;1563800;55,51;56,39;55,44;55,85;252300;7010,77002;7065,27002;7002,77002;7057,149902;33168800
"320";28,95;29,1;28,825;28,83;1524900;55,91;56,14;55,42;55,7;221100;7068,290039;7079,759766;7041,310059;7041,310059;31320500
"321";28,94;29,365;28,935;29,3;1496800;56,18;56,65;55,74;56,5;235500;7086,560059;7192,379883;7086,560059;7179,810059;36017900
"322";29,345;29,615;29,215;29,535;1162900;56,7;57,8;56,51;57,3;313100;7178,589844;7200,259766;7168,240234;7175,330078;24799500
"323";29,6;29,68;29,145;29,4;1291200;57,25;57,9;57,09;57,73;264500;7174,689941;7186,350098;7129,410156;7175,310059;33963400
"324";29,71;30,31;29,68;30,12;2509000;58;58,37;57,67;58,33;260300;7197,370117;7242,689941;7157,680176;7215,109863;35036600
"325";30,39;30,39;29,81;29,875;1708700;58,5;58,6;57,69;57,75;217500;7212,459961;7241,089844;7175,350098;7178,779785;33798000
"326";30,22;30,38;30,005;30,255;1481000;57,9;58,48;57,31;57,42;211800;7226,790039;7232,870117;7195,439941;7217,02002;31782400
"327";30,235;30,62;30,21;30,4;1664500;57,44;57,89;57,04;57,11;225500;7215,339844;7224,740234;7157,330078;7204,859863;31582800
"328";30,085;30,09;29,255;29,405;2341000;56,8;56,8;54,56;54,93;437400;7131,439941;7177,740234;7089,169922;7102,910156;45427200
"329";29,73;30,5;29,68;29,815;3332400;54,93;55,58;54,57;54,6;268800;7135,209961;7201,120117;7122,509766;7177,970215;46087100
"330";29,72;29,98;29,61;29,9;1909900;54,3;54,85;53,54;53,83;303400;7160,990234;7184,930176;7099,660156;7146,560059;31142900
"331";29,895;30,075;29,58;29,71;2084000;53,81;53,9;53,05;53,5;470800;7166,97998;7193,379883;7144,959961;7178,290039;59044100
"332";29,505;29,52;28,35;28,545;3077400;52,39;52,66;50,39;50,8;681500;7165,990234;7174,75;6994,560059;7026,850098;40413800
"333";28,7;29,035;28,52;28,86;1775700;51,23;52,09;51,01;51,69;454100;7050,850098;7078,790039;7027,040039;7039,310059;38697300
"334";29,305;30,13;29,27;30,03;2793100;52,46;53,11;52,4;52,62;259600;7137,100098;7261,259766;7136,740234;7249,189941;47939500
"335";30,27;30,34;30,03;30,1;1441800;52,75;53,44;52,75;52,87;250300;7294,580078;7316,529785;7280,100098;7295,490234;32311400
"336";30,1;30,31;29,925;30,155;1250200;53,1;53,12;52,32;52,53;201700;7288,77002;7359,970215;7278,52002;7356,509766;24123700
"337";30,385;30,76;30,185;30,68;2377100;52,71;53;52,25;52,69;253900;7374,109863;7428,720215;7361,240234;7404,950195;33012900
"338";30,8;31;30,58;30,88;2417600;52,85;53,42;52,29;52,36;266000;7450,569824;7480,330078;7426,620117;7475,220215;53112200
"339";30,9;31,145;30,82;31,065;1130100;52,52;53,11;52,42;53,01;120200;7475;7514,689941;7461,529785;7514,459961;35600000
"340";31,22;31,49;31,215;31,305;1100700;53,32;54;53,19;53,69;149600;7570,859863;7600,410156;7527,640137;7527,640137;27700000
"341";31,2;31,3;30,76;30,91;1661800;53,69;53,91;53,1;53,72;265200;7518,600098;7523,680176;7446,830078;7500,700195;53527000
"342";30,815;30,92;29,87;30,05;2197500;53,85;53,86;52,07;52,3;315200;7475,180176;7534,259766;7355,399902;7373,930176;66109600
"343";30,05;30,25;29,455;29,84;1858300;52,31;52,84;51,55;51,89;252000;7416,379883;7423,959961;7291,390137;7376,959961;66841700
"344";32,1;32,7;31,645;32,22;9471000;52,28;53,66;52,05;53,39;331100;7391,040039;7501,629883;7362,549805;7492,25;62720800
"345";32;32,785;32;32,545;3963600;53,32;54,73;53,08;53,82;304700;7461,350098;7489,089844;7379,970215;7410,52002;41079200
"346";32,75;33,45;32,63;33,2;3018700;54,18;54,98;53,88;54,62;260700;7446,439941;7533,859863;7423,330078;7501,52002;33452900
"347";33,2;33,315;32,785;33,085;2665900;55;55;53,53;54,08;292300;7526,560059;7566,410156;7469,629883;7495,049805;40487200
"348";32,88;32,88;32,015;32,73;2880200;53,41;53,65;51,34;52,44;568600;7438,02002;7443,950195;7356,759766;7443,950195;51671100
"349";33;33,975;32,8;33,65;4241200;52,8;53,6;52,48;52,6;443100;7486,200195;7511,089844;7391,140137;7403,310059;34958000
"350";33,33;33,55;32,715;33,485;3021400;52,18;52,38;51,1;51,9;426300;7348,120117;7402,52002;7284,959961;7387,540039;36801300
"351";33,3;33,3;32,185;32,23;3201700;51,9;52,3;51,13;51,44;455000;7346,810059;7368,97998;7253,890137;7256,649902;33967300
"352";32,495;32,7;31,67;32,035;3634800;52,08;52,37;51,55;51,97;310400;7325,850098;7340,540039;7261,290039;7303,529785;27277100
"353";32,37;32,765;32,1;32,635;2096700;52,2;52,52;51,23;51,35;362700;7360,470215;7415,649902;7316,740234;7358,22998;33279100
"354";32,53;33,34;32,465;32,67;3104600;51,4;52,04;50,63;50,95;339600;7372,180176;7410,310059;7228,129883;7266,819824;81539300
"355";32,1;32,185;31,71;32,07;1988800;50,45;50,45;49,42;49,835;429100;7158,080078;7166,149902;7105,200195;7121,52002;37996000
"356";31,995;32,735;31,81;32,46;1715500;50;50,84;49,91;50,24;304400;7129,939941;7202,209961;7128,040039;7150,660156;33377800
"357";31,985;32,31;31,845;32,11;1956400;50,01;50,64;49,595;50,25;325300;7079,25;7183,799805;7071,419922;7170,939941;47196600
"358";32,29;32,38;31,31;31,705;2727200;50,45;50,7;48,895;49,105;465500;7202,720215;7217,240234;7087,319824;7114,089844;46009500
"359";31,995;32,205;31,73;31,8;1802700;49,55;50,68;49,155;50,18;662300;7205,129883;7208,47998;7115,47998;7163,470215;30986900
"360";31,85;32,095;31,75;31,945;688500;50,32;50,47;49,92;50,06;126800;7165;7204,160156;7146,97998;7160,299805;0
