,date,year,month,weekday,day,ARTICLE,AMOUNT,WOCHENMARKT,BOCHUM_TOTAL,WAHLEN,WEIHNACHTSMARKT,ZELTFESTIVAL,KEMNADE_IN_FLAMMER,HEIMSPIEL_VFL_BOCHUM,holiday,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,tdiff
3229,7/19/2019,2019,7,4,19,Käsebrötchen,29,0,0,0,0,0,0,0,0,20.7,16.5,24.9,0,0,234,8.6,29.5,1014,486,1
3231,7/20/2019,2019,7,5,20,Käsebrötchen,33,0,0,0,0,0,0,0,0,20.8,17,28.4,10,0,191,10.8,35.6,1012.1,364,0.1
3233,7/21/2019,2019,7,6,21,Käsebrötchen,65,0,0,0,0,0,0,0,0,19,15.6,24.2,0,0,246,9.4,30.6,1020.7,343,-1.8
3235,7/22/2019,2019,7,0,22,Käsebrötchen,39,0,0,0,0,0,0,0,0,22.1,15.2,28.2,0,0,226,9.7,34.2,1023.2,784,3.1
3237,7/23/2019,2019,7,1,23,Käsebrötchen,38,1,0,0,0,0,0,0,0,27.1,18,34,0,0,98,7.2,23,1020.1,886,5
3239,7/24/2019,2019,7,2,24,Käsebrötchen,53,0,0,0,0,0,0,0,0,31,22.6,38,0,0,146,8.3,32.8,1014.5,837,3.9
3241,7/25/2019,2019,7,3,25,Käsebrötchen,49,1,0,0,0,0,0,0,0,31.6,22,40,0,0,106,7.9,27.4,1014,826,0.6
3243,7/26/2019,2019,7,4,26,Käsebrötchen,36,0,0,0,0,0,0,0,0,29.9,23.2,37.3,0,0,70,10.8,39.2,1008.6,621,-1.7
3245,7/27/2019,2019,7,5,27,Käsebrötchen,36,0,0,0,0,0,0,0,0,23.3,19,29.2,10.3,0,156,8.3,33.8,1002.9,446,-6.6
3247,7/28/2019,2019,7,6,28,Käsebrötchen,57,0,0,0,0,0,0,0,0,19,17.3,20.8,0,0,264,9,28.8,1004,0,-4.3
3249,7/29/2019,2019,7,0,29,Käsebrötchen,37,0,0,0,0,0,0,0,0,20.8,15.7,26.3,0,0,243,7.9,21.2,1011.5,815,1.8
3251,7/30/2019,2019,7,1,30,Käsebrötchen,43,1,0,0,0,0,0,0,0,23,15.6,29.6,0,0,205,10.1,37.1,1012,559,2.2
3253,7/31/2019,2019,7,2,31,Käsebrötchen,40,0,0,0,0,0,0,0,0,19.9,16.5,23.6,0.3,0,232,12.2,37.1,1015.9,354,-3.1
3255,8/1/2019,2019,8,3,1,Käsebrötchen,40,1,0,0,0,0,0,0,0,19.1,14.2,24.3,0.2,0,232,9.4,37.1,1017.1,403,-0.8
3257,8/2/2019,2019,8,4,2,Käsebrötchen,28,0,0,0,0,0,0,1,0,18.1,14,25.5,13.9,0,227,9,34.2,1015.2,323,-1
3259,8/3/2019,2019,8,5,3,Käsebrötchen,33,0,0,0,0,0,0,0,0,17.7,15.4,21,0,0,339,9,26.3,1017.8,57,-0.4
3261,8/4/2019,2019,8,6,4,Käsebrötchen,44,0,0,0,0,0,0,0,0,20.8,13.5,26.9,0,0,123,5.8,20.5,1015.9,690,3.1
3263,8/5/2019,2019,8,0,5,Käsebrötchen,27,0,0,0,0,0,0,0,0,22.5,19.1,26.7,0.9,0,215,11.2,36.4,1011,484,1.7
3265,8/6/2019,2019,8,1,6,Käsebrötchen,26,1,0,0,0,0,0,0,0,20.5,15.1,24.1,0,0,231,11.2,38.2,1010.4,405,-2
3267,8/7/2019,2019,8,2,7,Käsebrötchen,33,0,0,0,0,0,0,0,0,20,15.7,24.1,0,0,234,13,42.8,1008.2,490,-0.5
3269,8/8/2019,2019,8,3,8,Käsebrötchen,18,1,0,0,0,0,0,0,0,19.1,14.5,23.4,0,0,227,12.6,41.4,1012,594,-0.9
3271,8/9/2019,2019,8,4,9,Käsebrötchen,28,0,0,0,0,0,0,0,0,21.1,16.5,25.4,0.3,0,146,13,42.5,1008.8,32,2
3273,8/10/2019,2019,8,5,10,Käsebrötchen,24,0,0,0,0,0,0,0,0,21.1,18,25.1,0,0,216,20.2,64.8,1011.1,422,0
3275,8/11/2019,2019,8,6,11,Käsebrötchen,55,0,0,0,0,0,0,0,0,18.9,16,22.6,0,0,229,12.2,36.4,1015.3,315,-2.2
3277,8/12/2019,2019,8,0,12,Käsebrötchen,21,0,0,0,0,0,0,0,0,16.1,12.3,23.8,14.1,0,214,10.1,56.2,1015.6,373,-2.8
3279,8/13/2019,2019,8,1,13,Käsebrötchen,22,1,0,0,0,0,0,0,0,14.2,11.8,19.6,0.4,0,231,11.5,36,1017.9,238,-1.9
3281,8/14/2019,2019,8,2,14,Käsebrötchen,32,0,0,0,0,0,0,0,0,16.3,9.5,22.5,4.6,0,207,10.1,34.6,1017.3,538,2.1
3283,8/15/2019,2019,8,3,15,Käsebrötchen,21,1,0,0,0,0,0,0,0,16.9,14.4,20.9,6.7,0,219,12.6,42.5,1011.9,161,0.6
3285,8/16/2019,2019,8,4,16,Käsebrötchen,26,0,0,0,0,1,0,0,0,17.4,13.1,21.5,1.4,0,217,10.1,34.2,1016,295,0.5
3287,8/17/2019,2019,8,5,17,Käsebrötchen,23,0,0,0,0,1,0,0,0,17.9,15.8,20.5,11.6,0,192,11.9,45.7,1009.1,3,0.5
3289,8/18/2019,2019,8,6,18,Käsebrötchen,53,0,0,0,0,1,0,0,0,15.9,13.1,18.4,8.2,0,202,9.4,31.7,1007.9,54,-2
3291,8/19/2019,2019,8,0,19,Käsebrötchen,22,0,0,0,0,1,0,0,0,17,13,21.6,0,0,231,12.6,36.7,1016.6,514,1.1
3293,8/20/2019,2019,8,1,20,Käsebrötchen,21,1,0,0,0,1,0,0,0,15.8,12.3,21.1,2.6,0,235,9.4,45.4,1023.5,493,-1.2
3295,8/21/2019,2019,8,2,21,Käsebrötchen,23,0,0,0,0,1,0,0,0,16.9,10.7,21.9,0,0,224,5.8,17.6,1028.2,747,1.1
3297,8/22/2019,2019,8,3,22,Käsebrötchen,26,1,0,0,0,1,0,0,0,20.1,13.9,25.5,0,0,176,7.9,26.3,1025.9,783,3.2
3299,8/23/2019,2019,8,4,23,Käsebrötchen,26,0,0,0,0,1,0,0,0,21.5,12.6,27.2,0,0,56,9,24.1,1025.1,771,1.4
3301,8/24/2019,2019,8,5,24,Käsebrötchen,23,0,0,0,0,1,0,1,0,23,14.7,29.5,0,0,96,6.8,25.6,1020.9,788,1.5
3303,8/25/2019,2019,8,6,25,Käsebrötchen,40,0,0,0,0,1,0,0,0,24.6,16.8,30.3,0,0,44,6.1,20.2,1019,614,1.6
3305,8/26/2019,2019,8,0,26,Käsebrötchen,27,0,0,0,0,1,0,0,0,25.1,18.8,32.6,0,0,69,6.1,26.3,1017.8,656,0.5
3307,8/27/2019,2019,8,1,27,Käsebrötchen,27,1,0,0,0,1,0,0,0,26,19.6,32.4,0.6,0,161,6.5,26.6,1015.3,630,0.9
3309,8/28/2019,2019,8,2,28,Käsebrötchen,30,0,0,0,0,1,0,0,0,25.2,21.8,29.1,11.5,0,214,9,27.4,1014.3,540,-0.8
3311,8/29/2019,2019,8,3,29,Käsebrötchen,30,1,0,0,0,1,0,0,0,20.4,17,23.8,0,0,261,7.2,30.2,1019.5,300,-4.8
3313,8/30/2019,2019,8,4,30,Käsebrötchen,28,0,0,0,0,1,0,0,0,19.3,14,24.4,0,0,302,5.4,19.4,1022.6,689,-1.1
3315,8/31/2019,2019,8,5,31,Käsebrötchen,32,0,0,0,0,1,0,0,0,23.2,14.7,30.8,1.9,0,163,9,61.6,1013.1,634,3.9
3317,9/1/2019,2019,9,6,1,Käsebrötchen,36,0,0,0,0,1,0,0,0,16.9,12.8,19.7,0.3,0,281,8.3,26.3,1015.4,154,-6.3
3319,9/2/2019,2019,9,0,2,Käsebrötchen,30,0,0,0,0,0,0,0,0,14.9,9.6,20.4,0,0,253,7.9,29.9,1023.4,646,-2
3321,9/3/2019,2019,9,1,3,Käsebrötchen,25,1,0,0,0,0,0,0,0,15.3,11.6,18.6,0,0,217,9.7,33.1,1023.7,94,0.4
3323,9/4/2019,2019,9,2,4,Käsebrötchen,30,0,0,0,0,0,0,0,0,16.6,12.6,22.7,3.7,0,223,12.2,37.4,1016.6,288,1.3
3325,9/5/2019,2019,9,3,5,Käsebrötchen,28,1,0,0,0,0,0,0,0,13.3,8.8,17.7,0.2,0,269,11.9,42.1,1020.5,241,-3.3
3327,9/6/2019,2019,9,4,6,Käsebrötchen,29,0,0,0,0,0,0,0,0,13.4,6.4,18.8,2.8,0,219,9.7,29.2,1023.5,568,0.1
3329,9/7/2019,2019,9,5,7,Käsebrötchen,32,0,0,0,0,0,0,0,0,13.9,11.2,17.7,0.9,0,240,7.6,29.2,1018.9,238,0.5
3331,9/8/2019,2019,9,6,8,Käsebrötchen,42,0,0,0,0,0,0,0,0,13,10.9,16.3,0,0,349,7.9,25.9,1019.1,131,-0.9
3333,9/9/2019,2019,9,0,9,Käsebrötchen,28,0,0,0,0,0,0,0,0,13.3,10,17.7,0,0,259,6.1,19.8,1016.1,309,0.3
3335,9/10/2019,2019,9,1,10,Käsebrötchen,29,1,0,0,0,0,0,0,0,14.4,9,19.6,0,0,226,6.1,24.1,1018.3,574,1.1
3337,9/11/2019,2019,9,2,11,Käsebrötchen,27,0,0,0,0,0,0,0,0,13.9,11,18.6,4.2,0,197,10.8,35.3,1022.7,221,-0.5
3339,9/12/2019,2019,9,3,12,Käsebrötchen,32,1,0,0,0,0,0,0,0,18.3,14.8,22.7,0.1,0,229,11.9,34.2,1027.6,286,4.4
3341,9/13/2019,2019,9,4,13,Käsebrötchen,27,0,0,0,0,0,0,0,0,17.2,12.7,20.6,1.5,0,285,10.8,28.4,1032.2,141,-1.1
3343,9/14/2019,2019,9,5,14,Käsebrötchen,31,0,0,0,0,0,0,0,0,15.2,9.2,20.8,0,0,70,7.9,22.7,1032.3,705,-2
3345,9/15/2019,2019,9,6,15,Käsebrötchen,38,0,0,0,0,0,0,1,0,17.3,11.3,23.9,0.1,0,221,9,29.5,1023.8,681,2.1
3347,9/16/2019,2019,9,0,16,Käsebrötchen,25,0,0,0,0,0,0,0,0,14.2,12.3,15.9,2.4,0,287,5.4,20.2,1020.9,0,-3.1
3349,9/17/2019,2019,9,1,17,Käsebrötchen,26,1,0,0,0,0,0,0,0,12.8,7.9,16.8,0,0,303,9,45.7,1022.3,199,-1.4
3351,9/18/2019,2019,9,2,18,Käsebrötchen,30,0,0,0,0,0,0,0,0,11.4,5.5,17.2,0,0,329,8.3,32,1027.4,418,-1.4
3352,9/19/2019,2019,9,3,19,Käsebrötchen,30,1,0,0,0,0,0,0,0,11.4,5.6,16.2,0,0,16,7.6,24.5,1030.7,622,0
3354,9/20/2019,2019,9,4,20,Käsebrötchen,25,0,0,0,0,0,0,0,0,13.3,6.4,19.2,0,0,96,7.6,21.2,1028.3,675,1.9
3356,9/21/2019,2019,9,5,21,Käsebrötchen,34,0,0,0,0,0,0,0,0,17.1,9.8,25.1,0,0,119,13,34.9,1019,696,3.8
3358,9/22/2019,2019,9,6,22,Käsebrötchen,46,0,0,0,0,0,0,0,0,20.6,13.8,27.1,2.7,0,159,14.4,30.6,1009.8,514,3.5
3360,9/23/2019,2019,9,0,23,Käsebrötchen,36,0,0,0,0,0,0,0,0,15.8,13.6,19.2,0.9,0,227,8.6,26.6,1014.7,125,-4.8
3362,9/24/2019,2019,9,1,24,Käsebrötchen,29,1,0,0,0,0,0,0,0,15.1,11.2,19,1.3,0,167,14,41,1010.5,62,-0.7
3364,9/25/2019,2019,9,2,25,Käsebrötchen,35,0,0,0,0,0,0,0,0,14.9,13.2,18.3,2.7,0,212,11.5,34.6,1006.6,39,-0.2
3366,9/26/2019,2019,9,3,26,Käsebrötchen,33,1,0,0,0,0,0,0,0,15.5,13,17.2,7.8,0,189,11.2,48.2,1009,10,0.6
3367,9/27/2019,2019,9,4,27,Käsebrötchen,30,0,0,0,0,0,0,0,0,15.2,12.7,18.9,0.5,0,218,13.7,40.3,1009.4,260,-0.3
3369,9/28/2019,2019,9,5,28,Käsebrötchen,31,0,0,0,0,0,0,1,0,14.2,12.8,16.8,3.8,0,223,19.8,48.6,1011.6,59,-1
3371,9/29/2019,2019,9,6,29,Käsebrötchen,41,0,0,0,0,0,0,0,0,14.5,13.2,16.8,37.5,0,208,17.6,57.6,1002.2,7,0.3
3373,9/30/2019,2019,9,0,30,Käsebrötchen,35,0,0,0,0,0,0,0,0,13.8,11.8,16.4,10.4,0,246,15.8,60.5,1008.7,61,-0.7
3375,10/1/2019,2019,10,1,1,Käsebrötchen,31,1,0,0,0,0,0,0,0,14.4,12.1,16,18.1,0,206,13.7,44.6,1002,0,0.6
3377,10/2/2019,2019,10,2,2,Käsebrötchen,39,0,0,0,0,0,0,0,0,10,7.7,14.1,1.1,0,308,11.5,40.7,1010.7,317,-4.4
3379,10/3/2019,2019,10,3,3,Käsebrötchen,78,0,0,0,0,0,0,0,1,9.4,7.3,13.9,1.2,0,239,9.4,29.5,1017.6,20,-0.6
3381,10/4/2019,2019,10,4,4,Käsebrötchen,25,0,0,0,0,0,0,0,0,10.1,8.5,12.6,6,0,191,15.5,41.8,1006.5,1,0.7
3383,10/5/2019,2019,10,5,5,Käsebrötchen,31,0,0,0,0,0,0,0,0,9.2,6.9,12.8,0,0,51,8.6,24.1,1016,110,-0.9
3385,10/6/2019,2019,10,6,6,Käsebrötchen,48,0,0,0,0,0,0,0,0,8.1,7.2,9.8,16.6,0,110,15.5,36.4,1014.2,0,-1.1
3387,10/7/2019,2019,10,0,7,Käsebrötchen,35,0,0,0,0,0,0,0,0,9.5,7,12,9.1,0,124,11.5,28.4,1017.1,24,1.4
3389,10/8/2019,2019,10,1,8,Käsebrötchen,23,1,0,0,0,0,0,0,0,12.4,10.8,15.4,6.4,0,220,14,34.2,1008.6,9,2.9
3391,10/9/2019,2019,10,2,9,Käsebrötchen,27,0,0,0,0,0,0,0,0,11.4,9.5,13.5,1.5,0,225,17.3,44.6,1007.6,13,-1
3393,10/10/2019,2019,10,3,10,Käsebrötchen,30,1,0,0,0,0,0,0,0,11.6,9,15.1,0.4,0,232,16.6,43.2,1012.7,170,0.2
3395,10/11/2019,2019,10,4,11,Käsebrötchen,27,0,0,0,0,0,0,0,0,13.9,11,16.8,0.3,0,210,18,53.3,1013,0,2.3
3397,10/12/2019,2019,10,5,12,Käsebrötchen,33,0,0,0,0,0,0,0,0,15.9,13.5,18.5,0,0,216,14.8,46.1,1010.4,263,2
3399,10/13/2019,2019,10,6,13,Käsebrötchen,46,0,0,0,0,0,0,0,0,18.8,14.8,23.4,2.4,0,183,16.2,48.2,1009.6,211,2.9
3401,10/14/2019,2019,10,0,14,Käsebrötchen,37,0,0,0,0,0,0,0,0,17.6,12,22.3,0,0,160,11.9,39.6,1011.2,373,-1.2
3403,10/15/2019,2019,10,1,15,Käsebrötchen,28,1,0,0,0,0,0,0,0,15.5,12,19.8,9.3,0,213,9,29.2,1007.3,78,-2.1
3405,10/16/2019,2019,10,2,16,Käsebrötchen,23,0,0,0,0,0,0,0,0,12.3,10.5,14.6,7.8,0,198,13.7,39.6,1009.9,203,-3.2
3407,10/17/2019,2019,10,3,17,Käsebrötchen,31,1,0,0,0,0,0,0,0,13.4,12.6,15,3.6,0,183,11.5,42.1,1010.3,21,1.1
3409,10/18/2019,2019,10,4,18,Käsebrötchen,30,0,0,0,0,0,0,0,0,12.4,8.8,16.4,5.4,0,193,17.6,62.3,1007.7,144,-1
3411,10/19/2019,2019,10,5,19,Käsebrötchen,31,0,0,0,0,0,0,0,0,11.7,10.4,13.7,5.3,0,181,14,40.7,1006.5,5,-0.7
3413,10/20/2019,2019,10,6,20,Käsebrötchen,45,0,0,0,0,0,0,1,0,11.1,10.4,12.2,9.9,0,85,9.4,33.5,1009,0,-0.6
3415,10/21/2019,2019,10,0,21,Käsebrötchen,36,0,0,0,0,0,0,0,0,13.3,11,17.2,0,0,174,10.4,39.6,1016.7,212,2.2
3417,10/22/2019,2019,10,1,22,Käsebrötchen,32,1,0,0,0,0,0,0,0,11.4,9.5,13.7,0.1,0,190,7.9,27,1024,16,-1.9
3419,10/23/2019,2019,10,2,23,Käsebrötchen,23,0,0,0,0,0,0,0,0,12.7,9.7,17.9,0,0,91,8.6,27,1015.6,294,1.3
3421,10/24/2019,2019,10,3,24,Käsebrötchen,29,1,0,0,0,0,0,0,0,14.8,11.4,19.1,0,0,182,11.9,31.3,1009.3,166,2.1
3423,10/25/2019,2019,10,4,25,Käsebrötchen,31,0,0,0,0,0,0,0,0,13.9,11.4,15.7,0,0,213,15.1,46.8,1018.3,273,-0.9
3425,10/26/2019,2019,10,5,26,Käsebrötchen,34,0,0,0,0,0,0,0,0,15.9,13.5,19.3,4.8,0,193,16.9,46.4,1014.6,346,2
3427,10/27/2019,2019,10,6,27,Käsebrötchen,47,0,0,0,0,0,0,0,0,9.7,4.7,17.5,0.1,0,250,11.2,49,1020.2,56,-6.2
3429,10/28/2019,2019,10,0,28,Käsebrötchen,39,0,0,0,0,0,0,0,0,7,3.5,11.4,0,0,246,5.8,13.7,1024,257,-2.7
3431,10/29/2019,2019,10,1,29,Käsebrötchen,32,1,0,0,0,0,0,1,0,7,3.8,10.6,0,0,53,8.6,24.8,1025.8,401,0
3433,10/30/2019,2019,10,2,30,Käsebrötchen,32,0,0,0,0,0,0,0,0,4.4,1.4,8.6,0,0,86,10.4,24.8,1028,325,-2.6
3435,10/31/2019,2019,10,3,31,Käsebrötchen,38,1,0,0,0,0,0,0,0,4,-0.6,10,0,0,100,9.7,21.2,1023.3,526,-0.4
3437,11/1/2019,2019,11,4,1,Käsebrötchen,54,0,0,0,0,0,0,0,1,7.5,3.9,11.8,7.8,0,163,19.1,40,1007.4,0,3.5
3439,11/2/2019,2019,11,5,2,Käsebrötchen,40,0,0,0,0,0,0,0,0,12.7,10.6,14.3,3.9,0,200,16.2,46.1,991,15,5.2
3441,11/3/2019,2019,11,6,3,Käsebrötchen,68,0,0,0,0,0,0,0,0,11.3,9.1,14.2,5.1,0,167,16.2,36,986,24,-1.4
3443,11/4/2019,2019,11,0,4,Käsebrötchen,28,0,0,0,0,0,0,1,0,9.7,8.6,11.6,4.9,0,192,11.2,37.4,989.5,38,-1.6
3444,11/5/2019,2019,11,1,5,Käsebrötchen,29,1,0,0,0,0,0,0,0,8.2,6.6,9.8,6.1,0,219,7.9,25.6,996.8,0,-1.5
3446,11/6/2019,2019,11,2,6,Käsebrötchen,36,0,0,0,0,0,0,0,0,7.5,5.4,9,4.4,0,254,6.1,21.6,1002.4,0,-0.7
3448,11/7/2019,2019,11,3,7,Käsebrötchen,47,1,0,0,0,0,0,0,0,7.4,4.7,10.5,2.7,0,168,15.8,47.9,999.9,66,-0.1
3450,11/8/2019,2019,11,4,8,Käsebrötchen,24,0,0,0,0,0,0,0,0,6.1,3.4,10.3,0.8,0,188,6.8,25.6,1006.6,211,-1.3
3452,11/9/2019,2019,11,5,9,Käsebrötchen,45,0,0,0,0,0,0,0,0,4.4,2.2,7.1,0.1,0,206,9.7,32.8,1008.8,35,-1.7
3454,11/10/2019,2019,11,6,10,Käsebrötchen,45,0,0,0,0,0,0,0,0,4.1,0.6,9.2,0,0,160,5.8,26.6,1013.1,515,-0.3
3456,11/11/2019,2019,11,0,11,Käsebrötchen,27,0,0,0,0,0,0,0,0,4.1,1,6.4,3.2,0,175,18.7,56.9,1007.3,5,0
3458,11/12/2019,2019,11,1,12,Käsebrötchen,19,1,0,0,0,0,0,0,0,4.1,2.2,5.6,2.2,0,194,13,39.6,1002.1,4,0
3460,11/13/2019,2019,11,2,13,Käsebrötchen,27,0,0,0,0,0,0,0,0,4.6,2.6,6.7,1,0,193,13.7,41,1001.5,0,0.5
3462,11/14/2019,2019,11,3,14,Käsebrötchen,36,1,0,0,0,0,0,0,0,5.5,2.9,8.1,0,0,130,14.8,42.1,1002.7,23,0.9
3464,11/15/2019,2019,11,4,15,Käsebrötchen,24,0,0,0,0,0,0,0,0,3.6,1.4,5.9,0,0,91,10.1,37.4,1002.2,61,-1.9
3466,11/16/2019,2019,11,5,16,Käsebrötchen,35,0,0,0,0,0,0,0,0,4.4,2.2,7.8,0,0,183,7.6,28.4,1009,190,0.8
3468,11/17/2019,2019,11,6,17,Käsebrötchen,47,0,0,0,0,0,0,0,0,3.1,0.3,4.8,15,0,61,10.8,34.6,1011,0,-1.3
3469,11/18/2019,2019,11,0,18,Käsebrötchen,35,0,0,0,0,0,0,0,0,4.7,2.8,6.3,34.2,0,295,8.6,34.6,1007.1,0,1.6
3471,11/19/2019,2019,11,1,19,Käsebrötchen,19,1,0,0,0,0,0,0,0,3.9,2.4,5.8,4.6,0,225,9.7,27.7,1016.7,2,-0.8
3473,11/20/2019,2019,11,2,20,Käsebrötchen,28,0,0,0,0,0,0,0,0,1.8,-0.8,4.4,0,0,115,6.8,20.2,1018.3,212,-2.1
3474,11/21/2019,2019,11,3,21,Käsebrötchen,23,1,0,0,0,0,0,0,0,2.5,-1.3,6.6,1.3,0,113,10.1,31,1009.9,105,0.7
3476,11/22/2019,2019,11,4,22,Käsebrötchen,23,0,0,0,0,0,0,1,0,6.1,2.1,8.6,0.5,0,149,14.8,35.3,1005.9,322,3.6
3478,11/23/2019,2019,11,5,23,Käsebrötchen,40,0,0,0,0,0,0,0,0,5.3,1.3,9.7,0,0,77,8.3,31,1000.3,204,-0.8
3480,11/24/2019,2019,11,6,24,Käsebrötchen,52,0,0,0,0,0,0,0,0,6.5,2.3,10.3,0,0,180,6.5,18,1007,286,1.2
3482,11/25/2019,2019,11,0,25,Käsebrötchen,36,0,0,0,0,0,0,0,0,7,5,8.9,0,0,165,6.1,20.5,1009.9,0,0.5
3484,11/26/2019,2019,11,1,26,Käsebrötchen,23,1,0,0,0,0,0,0,0,9.1,6.5,11.1,0.5,0,169,15.8,38.5,1004.1,19,2.1
3486,11/27/2019,2019,11,2,27,Käsebrötchen,26,0,0,0,0,0,0,0,0,10.3,9.1,11.7,3.4,0,174,18.4,74.2,991.3,18,1.2
3488,11/28/2019,2019,11,3,28,Käsebrötchen,28,1,0,0,0,0,0,0,0,9.1,7.3,10.8,9.7,0,235,23,62.6,992.5,0,-1.2
3490,11/29/2019,2019,11,4,29,Käsebrötchen,22,0,0,0,0,0,0,0,0,5.1,1.9,7.3,0,0,292,7.6,29.2,1011.2,186,-4
3492,11/30/2019,2019,11,5,30,Käsebrötchen,38,0,0,0,0,0,0,1,0,1.3,-0.5,3.9,0,0,179,6.8,18,1024,144,-3.8
3494,12/1/2019,2019,12,6,1,Käsebrötchen,43,0,0,0,0,0,0,0,0,0.4,-1,1.6,0,0,69,9.7,23.8,1022,0,-0.9
3496,12/2/2019,2019,12,0,2,Käsebrötchen,37,0,0,0,0,0,0,0,0,2,-1.1,4.6,2.9,0,232,7.9,21.6,1026.7,11,1.6
3498,12/3/2019,2019,12,1,3,Käsebrötchen,25,1,0,0,0,0,0,0,0,4.9,2.7,6.9,0.1,0,235,6.1,16.9,1028.7,69,2.9
3500,12/4/2019,2019,12,2,4,Käsebrötchen,33,0,0,0,0,0,0,0,0,3.7,1.2,7.4,0,0,156,7.6,24.8,1023.3,445,-1.2
3502,12/5/2019,2019,12,3,5,Käsebrötchen,38,1,0,0,0,0,0,0,0,1.7,0.1,4,0,0,208,13,38.9,1021,213,-2
3504,12/6/2019,2019,12,4,6,Käsebrötchen,25,0,0,0,0,0,0,0,0,3.9,0.8,7.5,13.9,0,201,19.4,50,1011.2,0,2.2
3506,12/7/2019,2019,12,5,7,Käsebrötchen,40,0,0,0,1,0,0,0,0,8,7.5,8.6,0,0,237,17.3,42.1,1012.5,0,4.1
3508,12/8/2019,2019,12,6,8,Käsebrötchen,41,0,0,0,0,0,0,0,0,8.6,6.1,9.9,4.7,0,222,22.7,57.6,1003.7,0,0.6
3510,12/9/2019,2019,12,0,9,Käsebrötchen,41,0,0,0,0,0,0,0,0,5.9,2.4,7.2,9,0,249,17.3,59.4,1003.4,0,-2.7
3512,12/10/2019,2019,12,1,10,Käsebrötchen,24,1,0,0,0,0,0,0,0,3,0.2,5.9,1.2,0,212,14.4,56.5,1022.3,236,-2.9
3514,12/11/2019,2019,12,2,11,Käsebrötchen,32,0,0,0,0,0,0,0,0,3.8,3,5,7.3,0,186,13.7,55.8,1008.9,0,0.8
3516,12/12/2019,2019,12,3,12,Käsebrötchen,28,1,0,0,0,0,0,0,0,4,2.8,5.4,0.4,0,194,17.6,60.1,999,179,0.2
3518,12/13/2019,2019,12,4,13,Käsebrötchen,27,0,0,0,0,0,0,1,0,3.7,1.9,5.6,11.8,0,188,21.2,60.8,979.9,0,-0.3
3520,12/14/2019,2019,12,5,14,Käsebrötchen,35,0,0,0,0,0,0,0,0,4.7,3.2,6.3,11.6,0,228,19.4,70.9,991.3,18,1
3522,12/15/2019,2019,12,6,15,Käsebrötchen,41,0,0,0,0,0,0,0,0,6.8,4.6,9.3,2.1,0,207,18.4,58,1001,215,2.1
3524,12/16/2019,2019,12,0,16,Käsebrötchen,41,0,0,0,0,0,0,0,0,8,5,10.7,0,0,171,11.9,34.9,1005.9,0,1.2
3526,12/17/2019,2019,12,1,17,Käsebrötchen,29,1,0,0,0,0,0,0,0,12.3,8.5,14.3,6.3,0,181,16.2,43.9,1002.5,10,4.3
3528,12/18/2019,2019,12,2,18,Käsebrötchen,31,0,0,0,0,0,0,0,0,7.8,5.7,9.7,0,0,203,13.3,48.2,1015.4,289,-4.5
3530,12/19/2019,2019,12,3,19,Käsebrötchen,38,1,0,0,0,0,0,0,0,12.1,9.3,15.1,0,0,164,22.3,47.5,1009.1,407,4.3
3532,12/20/2019,2019,12,4,20,Käsebrötchen,28,0,0,0,0,0,0,0,0,11,7.5,12.9,3.9,0,176,25.2,63,990.6,0,-1.1
3534,12/21/2019,2019,12,5,21,Käsebrötchen,40,0,0,0,0,0,0,0,0,7.7,6.4,9,1.3,0,178,17.6,43.2,990.2,212,-3.3
3536,12/22/2019,2019,12,6,22,Käsebrötchen,45,0,0,0,0,0,0,1,0,7.4,5.9,8.9,7.9,0,193,20.2,49,985.5,0,-0.3
3538,12/23/2019,2019,12,0,23,Käsebrötchen,27,0,0,0,0,0,0,0,0,6.9,5.8,7.7,2.6,0,243,14.4,35.6,1006.5,0,-0.5
3540,12/24/2019,2019,12,1,24,Käsebrötchen,34,1,0,0,0,0,0,0,0,7.2,5.5,9.6,5.8,0,221,17.6,47.2,1010.4,0,0.3
4331,12/25/2019,2019,12,2,25,Käsebrötchen,0,0,0,0,0,0,0,0,1,6.7,5.1,7.9,2,0,271,10.4,34.9,1019.5,0,-0.5
3542,12/26/2019,2019,12,3,26,Käsebrötchen,63,0,0,0,0,0,0,0,1,5.3,4.7,6.1,0,0,178,9.7,29.9,1024.2,0,-1.4
3544,12/27/2019,2019,12,4,27,Käsebrötchen,26,0,0,0,0,0,0,0,0,3.7,-0.4,5.4,0,0,90,10.1,30.2,1029,264,-1.6
3546,12/28/2019,2019,12,5,28,Käsebrötchen,27,0,0,0,0,0,0,0,0,0.6,-2.6,3.3,0,0,133,9.4,32.4,1040.6,148,-3.1
3548,12/29/2019,2019,12,6,29,Käsebrötchen,35,0,0,0,0,0,0,0,0,2.9,0.5,5.3,0,0,176,13,33.8,1037.8,20,2.3
3550,12/30/2019,2019,12,0,30,Käsebrötchen,33,0,0,0,0,0,0,0,0,7.4,4.2,10.6,0,0,197,13.3,31.7,1031.3,346,4.5
3552,12/31/2019,2019,12,1,31,Käsebrötchen,36,1,0,0,0,0,0,0,0,3.1,-0.2,5.5,0.2,0,160,7.9,24.8,1034.1,0,-4.3
3554,1/1/2020,2020,1,2,1,Käsebrötchen,35,0,0,0,0,0,0,0,1,1.6,-1.8,4.7,0,0,155,9,24.1,1033,441,-1.5
